범죄별,검거단서별,2016 년,2017 년,2018 년,2019 년,2020 년
교통사고처리특례법,범행도구등 발견,0,1,1,0,1
교통사고처리특례법,장물,0,0,0,0,0
교통사고처리특례법,전과조회,0,1,1,0,1
교통사고처리특례법,기타,30434,27229,35061,36793,36611
국가기술자격법,현행범,0,0,0,0,0
국가기술자격법,피해자신고,0,0,1,0,0
국가기술자격법,고소,1,1,5,4,2
국가기술자격법,고발,35,21,15,16,23
국가기술자격법,자수,0,0,0,0,0
국가기술자격법,민간체포,0,0,0,0,0
국가기술자격법,진정투서,9,9,4,12,24
국가기술자격법,타인신고,4,2,4,0,5
국가기술자격법,신문,0,0,1,0,0
국가기술자격법,불심검문,0,0,0,0,0
국가기술자격법,탐문정보,119,69,7,25,7
국가기술자격법,안면식별,0,0,0,0,0
국가기술자격법,감식자료,0,0,0,0,0
국가기술자격법,변사체,0,0,0,0,0
국가기술자격법,범죄수법,0,0,0,0,0
국가기술자격법,발자국,0,0,0,0,0
국가기술자격법,검사지휘,0,1,0,0,0
국가기술자격법,타기관에서 이송,0,1,1,0,3
국가기술자격법,범행도구등 발견,0,0,0,0,0
국가기술자격법,장물,0,0,0,0,0
국가기술자격법,전과조회,0,0,0,0,0
국가기술자격법,기타,66,58,16,1042,332
국가보안법,현행범,0,0,0,0,0
국가보안법,피해자신고,0,0,0,0,0
국가보안법,고소,0,0,0,5,1
국가보안법,고발,2,4,2,4,0
국가보안법,자수,1,1,8,0,0
국가보안법,민간체포,0,0,0,0,0
국가보안법,진정투서,1,0,0,0,0
국가보안법,타인신고,1,1,1,3,0
국가보안법,신문,0,0,0,1,0
국가보안법,불심검문,0,0,0,0,0
국가보안법,탐문정보,12,20,5,6,8
국가보안법,안면식별,0,0,0,0,0
국가보안법,감식자료,0,0,0,0,0
국가보안법,변사체,0,0,0,0,0
국가보안법,범죄수법,0,0,0,0,0
국가보안법,발자국,0,0,0,0,0
국가보안법,검사지휘,2,0,1,2,0
국가보안법,타기관에서 이송,0,0,0,0,0
국가보안법,범행도구등 발견,0,0,0,0,0
국가보안법,장물,0,0,0,0,0
국가보안법,전과조회,0,0,0,0,0
국가보안법,기타,24,20,13,24,32
국민체육진흥법,현행범,19,6,3,5,1
국민체육진흥법,피해자신고,5,3,2,2,1
국민체육진흥법,고소,1,1,1,5,0
국민체육진흥법,고발,6,6,10,7,16
국민체육진흥법,자수,3,1,0,4,3
국민체육진흥법,민간체포,0,0,0,0,0
국민체육진흥법,진정투서,48,45,38,35,40
국민체육진흥법,타인신고,43,47,24,33,39
국민체육진흥법,신문,0,1,0,2,0
국민체육진흥법,불심검문,2,2,1,0,0
국민체육진흥법,탐문정보,426,144,55,176,136
국민체육진흥법,안면식별,0,0,0,0,0
국민체육진흥법,감식자료,0,0,0,1,0
국민체육진흥법,변사체,0,0,0,0,0
국민체육진흥법,범죄수법,1,0,0,0,0
국민체육진흥법,발자국,0,0,0,0,0
국민체육진흥법,검사지휘,5,9,2,0,4
국민체육진흥법,타기관에서 이송,6,7,10,10,22
국민체육진흥법,범행도구등 발견,0,0,0,0,0
국민체육진흥법,장물,0,0,0,0,0
국민체육진흥법,전과조회,0,0,0,1,0
국민체육진흥법,기타,270,173,66,69,82
국토의계획및이용에관한법률,현행범,0,3,0,0,0
국토의계획및이용에관한법률,피해자신고,1,3,1,1,0
국토의계획및이용에관한법률,고소,14,13,21,21,27
국토의계획및이용에관한법률,고발,1161,1413,1088,1426,1209
국토의계획및이용에관한법률,자수,0,1,1,1,1
국토의계획및이용에관한법률,민간체포,0,0,0,0,0
국토의계획및이용에관한법률,진정투서,7,4,2,26,3
국토의계획및이용에관한법률,타인신고,1,4,1,1,8
국토의계획및이용에관한법률,신문,0,2,0,0,0
국토의계획및이용에관한법률,불심검문,1,0,1,0,1
국토의계획및이용에관한법률,탐문정보,13,12,4,6,5
국토의계획및이용에관한법률,안면식별,0,0,0,0,0
국토의계획및이용에관한법률,감식자료,0,0,0,0,0
국토의계획및이용에관한법률,변사체,0,0,0,0,0
국토의계획및이용에관한법률,범죄수법,0,0,0,0,0
국토의계획및이용에관한법률,발자국,0,0,0,0,0
국토의계획및이용에관한법률,검사지휘,4,1,0,0,5
국토의계획및이용에관한법률,타기관에서 이송,0,0,0,4,1
국토의계획및이용에관한법률,범행도구등 발견,0,0,0,0,0
국토의계획및이용에관한법률,장물,0,0,0,0,0
국토의계획및이용에관한법률,전과조회,0,0,0,0,0
국토의계획및이용에관한법률,기타,104,76,28,40,29
근로기준법,현행범,26,27,134,20,9
근로기준법,피해자신고,4372,4636,4658,4225,3957
근로기준법,고소,3439,3191,3622,3280,3111
근로기준법,고발,117,112,104,113,133
근로기준법,자수,1481,1339,1000,658,397
근로기준법,민간체포,6,3,2,1,1
근로기준법,진정투서,2733,3029,2510,2112,2082
근로기준법,타인신고,7,15,24,10,8
근로기준법,신문,230,320,277,124,133
근로기준법,불심검문,133,85,36,24,17
근로기준법,탐문정보,33,49,45,19,10
근로기준법,안면식별,0,0,0,0,0
근로기준법,감식자료,1,0,0,0,0
근로기준법,변사체,0,2,0,0,0
근로기준법,범죄수법,16,6,1,0,0
근로기준법,발자국,3,0,0,0,0
근로기준법,검사지휘,26,47,37,25,28
근로기준법,타기관에서 이송,18,18,11,19,6
근로기준법,범행도구등 발견,1,0,0,1,0
근로기준법,장물,0,0,0,0,0
근로기준법,전과조회,6,4,4,7,4
근로기준법,기타,28311,28952,31225,33140,24822
근로자퇴직급여보장법,현행범,8,5,40,1,4
근로자퇴직급여보장법,피해자신고,1510,1670,1670,1305,1108
근로자퇴직급여보장법,고소,955,819,868,788,789
근로자퇴직급여보장법,고발,26,20,26,17,15
근로자퇴직급여보장법,자수,487,476,327,208,100
근로자퇴직급여보장법,민간체포,1,1,1,1,0
근로자퇴직급여보장법,진정투서,987,1038,899,685,633
근로자퇴직급여보장법,타인신고,3,2,7,5,0
근로자퇴직급여보장법,신문,79,106,85,38,47
근로자퇴직급여보장법,불심검문,8,14,4,1,3
근로자퇴직급여보장법,탐문정보,1,15,7,1,1
근로자퇴직급여보장법,안면식별,0,0,0,0,0
근로자퇴직급여보장법,감식자료,0,0,1,0,1
근로자퇴직급여보장법,변사체,0,0,0,0,0
근로자퇴직급여보장법,범죄수법,4,1,0,0,0
근로자퇴직급여보장법,발자국,1,0,0,0,0
근로자퇴직급여보장법,검사지휘,2,6,4,2,5
근로자퇴직급여보장법,타기관에서 이송,3,1,0,1,0
근로자퇴직급여보장법,범행도구등 발견,0,0,0,0,0
근로자퇴직급여보장법,장물,0,0,0,0,0
근로자퇴직급여보장법,전과조회,0,0,0,1,0
근로자퇴직급여보장법,기타,9871,9584,9982,10128,7281
낚시관리및육성법,현행범,6,0,0,4,2
낚시관리및육성법,피해자신고,0,0,1,0,1
낚시관리및육성법,고소,0,0,0,0,0
낚시관리및육성법,고발,28,11,17,73,28
낚시관리및육성법,자수,0,0,0,0,0
낚시관리및육성법,민간체포,0,0,0,0,0
낚시관리및육성법,진정투서,2,3,2,4,1
낚시관리및육성법,타인신고,31,38,32,194,49
낚시관리및육성법,신문,0,0,0,4,13
낚시관리및육성법,불심검문,1259,205,144,139,884
낚시관리및육성법,탐문정보,18,537,281,102,14
낚시관리및육성법,안면식별,0,0,0,0,0
낚시관리및육성법,감식자료,0,0,0,0,0
낚시관리및육성법,변사체,0,0,0,0,0
낚시관리및육성법,범죄수법,0,0,0,0,0
낚시관리및육성법,발자국,0,0,0,0,0
낚시관리및육성법,검사지휘,1,0,0,0,0
낚시관리및육성법,타기관에서 이송,1,0,1,0,0
낚시관리및육성법,범행도구등 발견,0,0,0,0,0
낚시관리및육성법,장물,0,0,0,0,0
낚시관리및육성법,전과조회,0,0,0,0,0
낚시관리및육성법,기타,390,197,81,636,19
노동조합및노동관계조정법,현행범,0,0,3,0,1
노동조합및노동관계조정법,피해자신고,7,7,4,7,10
노동조합및노동관계조정법,고소,75,88,124,93,89
노동조합및노동관계조정법,고발,22,28,20,26,29
노동조합및노동관계조정법,자수,8,5,9,10,4
노동조합및노동관계조정법,민간체포,0,0,0,0,0
노동조합및노동관계조정법,진정투서,3,4,6,3,4
노동조합및노동관계조정법,타인신고,0,1,0,0,0
노동조합및노동관계조정법,신문,2,2,2,0,1
노동조합및노동관계조정법,불심검문,0,0,0,0,0
노동조합및노동관계조정법,탐문정보,0,2,1,0,0
노동조합및노동관계조정법,안면식별,0,0,0,0,0
노동조합및노동관계조정법,감식자료,0,0,0,0,0
노동조합및노동관계조정법,변사체,1,0,0,0,0
노동조합및노동관계조정법,범죄수법,0,0,0,0,0
노동조합및노동관계조정법,발자국,0,0,0,0,0
노동조합및노동관계조정법,검사지휘,0,1,1,0,1
노동조합및노동관계조정법,타기관에서 이송,0,0,0,0,0
노동조합및노동관계조정법,범행도구등 발견,0,0,0,0,0
노동조합및노동관계조정법,장물,0,0,0,0,0
노동조합및노동관계조정법,전과조회,0,0,0,0,0
노동조합및노동관계조정법,기타,296,367,497,491,458
농수산물유통및가격안정에관한법률,현행범,0,0,0,0,0
농수산물유통및가격안정에관한법률,피해자신고,0,0,0,1,0
농수산물유통및가격안정에관한법률,고소,1,1,1,1,1
농수산물유통및가격안정에관한법률,고발,33,29,22,32,21
농수산물유통및가격안정에관한법률,자수,0,0,0,0,0
농수산물유통및가격안정에관한법률,민간체포,0,0,0,0,0
농수산물유통및가격안정에관한법률,진정투서,0,0,0,1,1
농수산물유통및가격안정에관한법률,타인신고,0,0,0,0,0
농수산물유통및가격안정에관한법률,신문,0,0,0,0,0
농수산물유통및가격안정에관한법률,불심검문,0,0,0,0,0
농수산물유통및가격안정에관한법률,탐문정보,1,0,4,5,0
농수산물유통및가격안정에관한법률,안면식별,0,0,0,0,0
농수산물유통및가격안정에관한법률,감식자료,0,0,0,0,0
농수산물유통및가격안정에관한법률,변사체,0,0,0,0,0
농수산물유통및가격안정에관한법률,범죄수법,0,0,0,0,0
농수산물유통및가격안정에관한법률,발자국,0,0,0,0,0
농수산물유통및가격안정에관한법률,검사지휘,0,0,1,0,0
농수산물유통및가격안정에관한법률,타기관에서 이송,0,0,0,0,0
농수산물유통및가격안정에관한법률,범행도구등 발견,0,0,0,0,0
농수산물유통및가격안정에관한법률,장물,0,0,0,0,0
농수산물유통및가격안정에관한법률,전과조회,0,0,0,0,0
농수산물유통및가격안정에관한법률,기타,2,2,3,0,7
농수산물의원산지표시에관한법률,현행범,1397,1196,1118,921,552
농수산물의원산지표시에관한법률,피해자신고,7,11,9,13,4
농수산물의원산지표시에관한법률,고소,4,3,1,1,1
농수산물의원산지표시에관한법률,고발,63,63,56,55,35
농수산물의원산지표시에관한법률,자수,0,1,1,1,1
농수산물의원산지표시에관한법률,민간체포,0,0,0,0,0
농수산물의원산지표시에관한법률,진정투서,9,4,7,2,1
농수산물의원산지표시에관한법률,타인신고,46,58,69,55,47
농수산물의원산지표시에관한법률,신문,15,9,3,15,26
농수산물의원산지표시에관한법률,불심검문,18,12,1,6,4
농수산물의원산지표시에관한법률,탐문정보,304,210,1090,47,54
농수산물의원산지표시에관한법률,안면식별,2,0,0,0,1
농수산물의원산지표시에관한법률,감식자료,0,0,0,0,0
농수산물의원산지표시에관한법률,변사체,0,0,0,0,0
농수산물의원산지표시에관한법률,범죄수법,0,0,0,0,0
농수산물의원산지표시에관한법률,발자국,0,0,0,0,0
농수산물의원산지표시에관한법률,검사지휘,12,1,0,0,0
농수산물의원산지표시에관한법률,타기관에서 이송,1,2,0,2,0
농수산물의원산지표시에관한법률,범행도구등 발견,0,0,0,0,0
농수산물의원산지표시에관한법률,장물,0,0,0,0,0
농수산물의원산지표시에관한법률,전과조회,0,0,0,0,0
농수산물의원산지표시에관한법률,기타,2244,1756,1626,1749,1343
농지법,현행범,2,0,1,0,0
농지법,피해자신고,1,2,1,0,0
농지법,고소,14,15,17,11,22
농지법,고발,798,714,653,612,740
농지법,자수,0,0,0,0,0
농지법,민간체포,0,0,0,0,0
농지법,진정투서,5,3,6,6,4
농지법,타인신고,3,1,4,1,6
농지법,신문,0,1,0,1,0
농지법,불심검문,0,1,0,0,0
농지법,탐문정보,10,20,6,26,25
농지법,안면식별,0,0,0,0,0
농지법,감식자료,0,0,0,0,0
농지법,변사체,0,0,0,0,0
농지법,범죄수법,0,0,0,0,0
농지법,발자국,0,0,0,0,0
농지법,검사지휘,1,0,2,1,2
농지법,타기관에서 이송,1,0,0,0,1
농지법,범행도구등 발견,0,0,0,0,0
농지법,장물,0,0,0,0,0
농지법,전과조회,0,0,0,0,0
농지법,기타,85,52,21,51,31
대기환경보전법,현행범,67,88,121,80,100
대기환경보전법,피해자신고,5,1,12,2,3
대기환경보전법,고소,3,15,10,8,4
대기환경보전법,고발,1001,1128,1003,1109,1112
대기환경보전법,자수,3,0,0,7,0
대기환경보전법,민간체포,0,0,0,0,0
대기환경보전법,진정투서,6,13,18,11,6
대기환경보전법,타인신고,58,53,49,36,60
대기환경보전법,신문,9,11,5,1,4
대기환경보전법,불심검문,6,13,13,6,4
대기환경보전법,탐문정보,80,74,30,18,22
대기환경보전법,안면식별,0,0,0,0,0
대기환경보전법,감식자료,0,0,0,0,0
대기환경보전법,변사체,0,0,0,0,0
대기환경보전법,범죄수법,0,0,0,0,0
대기환경보전법,발자국,0,0,0,0,0
대기환경보전법,검사지휘,2,1,3,2,2
대기환경보전법,타기관에서 이송,3,3,2,1,0
대기환경보전법,범행도구등 발견,0,0,0,0,0
대기환경보전법,장물,0,0,0,0,0
대기환경보전법,전과조회,0,0,0,0,0
대기환경보전법,기타,1029,1304,1277,1353,1060
대부업등의등록및금융이용자보호에관한법률,현행범,28,40,26,55,12
대부업등의등록및금융이용자보호에관한법률,피해자신고,75,80,73,109,85
대부업등의등록및금융이용자보호에관한법률,고소,283,258,298,276,286
대부업등의등록및금융이용자보호에관한법률,고발,34,21,27,31,32
대부업등의등록및금융이용자보호에관한법률,자수,1,5,1,2,3
대부업등의등록및금융이용자보호에관한법률,민간체포,1,0,0,0,0
대부업등의등록및금융이용자보호에관한법률,진정투서,66,80,80,113,101
대부업등의등록및금융이용자보호에관한법률,타인신고,19,15,15,17,21
대부업등의등록및금융이용자보호에관한법률,신문,0,3,1,1,1
대부업등의등록및금융이용자보호에관한법률,불심검문,6,43,26,94,49
대부업등의등록및금융이용자보호에관한법률,탐문정보,236,405,338,378,297
대부업등의등록및금융이용자보호에관한법률,안면식별,0,0,0,0,0
대부업등의등록및금융이용자보호에관한법률,감식자료,0,1,0,0,0
대부업등의등록및금융이용자보호에관한법률,변사체,0,0,0,0,0
대부업등의등록및금융이용자보호에관한법률,범죄수법,0,0,1,0,1
대부업등의등록및금융이용자보호에관한법률,발자국,0,0,0,0,0
대부업등의등록및금융이용자보호에관한법률,검사지휘,4,7,6,10,5
대부업등의등록및금융이용자보호에관한법률,타기관에서 이송,1,1,3,4,3
대부업등의등록및금융이용자보호에관한법률,범행도구등 발견,0,0,0,0,1
대부업등의등록및금융이용자보호에관한법률,장물,0,0,0,0,0
대부업등의등록및금융이용자보호에관한법률,전과조회,0,1,0,0,0
